non-deterministic,no-asm,no-mixed-refs,no-chroma-me,no-8x8dct,no-fast-pskip,no-dct-decimate,no-scenecut,no-cabac,no-deblock,no-mbtree,no-weightb,no-psy,no-progress,visualize,dts-compress,encoding_time_feature1_2762_8,encoding_time_feature1_2762_32,encoding_time_feature1_2762_128,encoding_time_feature8_2762_8,encoding_time_feature8_2762_32,encoding_time_feature8_2762_128,encoding_time_feature9_2389_8,encoding_time_feature9_2389_32,encoding_time_feature9_2389_128,encoding_time_feature10_2744_8,encoding_time_feature10_2744_32,encoding_time_feature10_2744_128,encoding_time_azure_2762_8,encoding_time_azure_2762_32,encoding_time_azure_2762_128,encoding_time_amazon_nano_2762_8,encoding_time_amazon_nano_2762_32,encoding_time_amazon_nano_2762_128,encoding_time_amazon_amazon_micro_2762_8,encoding_time_amazon_amazon_micro_2762_32,encoding_time_amazon_amazon_micro_2762_128
1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.86333,5.4467,17.813,0.38333,2.4767,8.03,0.093333,0.45333,1.43,0.08,0.44333,1.3967,0.59333,4.47,14.397,13.713,94.147,306.86,0.63,46.61,143.98
0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0.66,4.71,15.317,0.30667,2.1167,6.8967,0.07,0.36,1.16,0.07,0.38,1.1767,0.48,3.7833,12.473,10.263,80.263,215.25,0.47,39.69,112.68
0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0.90333,5.38,16.5,0.40667,2.45,7.5367,0.35,2.26,7.04,0.41333,2.48,7.4967,0.62333,4.2067,13.143,13.057,85.043,281.11,0.6,43.643,138.78
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0.79667,4.9867,16.387,0.37,2.2767,7.37,0.35667,2.1867,7.2,0.36333,2.2667,7.36,0.54,4.03,13.153,12.363,56.997,281.71,0.57,42.43,139.06
0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0.66333,4.6533,15.303,0.3,2.0867,6.85,0.29,1.95,6.57,0.30667,2.0633,6.8033,0.47667,3.7233,12.413,10.143,60.51,229.33,0.47,39.053,119.49
0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0.69667,5.04,15.367,0.30333,2.3,7.0533,0.29333,2.09,6.3933,0.31,2.3067,7.1033,0.45333,3.8167,12.203,9.75,81.32,243.6,0.45333,40.43,113.19
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.74667,5.2967,16.05,0.30667,2.4167,7.3367,0.076667,0.42667,1.2533,0.073333,0.46,1.3433,0.41667,4.0433,12.82,10.18,86.027,271.15,0.47,35.417,134.18
1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0.72333,5.11,15.667,0.32,2.3633,7.2133,0.08,0.42333,1.2567,0.10333,0.45333,1.3267,0.46667,3.94,12.503,10.197,82.983,265,0.47,32.817,131.23
1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0.69667,5.16,16.733,0.33333,2.3467,7.5967,0.31333,2.32,7.6367,0.32667,2.35,7.6233,0.51,4.1167,13.507,10.603,87.82,240.9,0.49333,34.787,130.44
1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0.72,4.6667,15.387,0.32,2.13,6.9433,0.32,2.0267,6.8067,0.32333,2.1333,6.96,0.46,3.8033,12.503,10.83,80.853,268.55,0.51,39.173,119.1
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.75333,5.3633,16.233,0.32,2.45,7.3667,0.3,2.2033,6.6633,0.31667,2.4033,7.3333,0.48667,4.1233,12.893,10.313,87.097,275.55,0.48,43.083,135.74
1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.73,5.4533,17.293,0.32667,2.44,7.81,0.31667,2.3833,7.7333,0.31333,2.43,7.7367,0.49333,4.3367,13.893,10.753,91.93,254.19,0.5,45.443,146.38
1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.73667,5.3733,16.243,0.32,2.44,7.3867,0.30667,2.2233,6.6467,0.32,2.4233,7.3367,0.48,4.14,12.903,10.227,87.063,268.49,0.48,43.1,118.12
1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.96,6.0767,18.323,0.42667,2.7967,8.3167,0.09,0.49333,1.4567,0.096667,0.51667,1.4933,0.62,4.69,14.637,14.2,95.92,309.47,0.65333,49.073,145.04
0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.99,6.0833,18.53,0.44333,2.8133,8.45,0.42667,2.6533,8.09,0.46333,2.8167,8.4667,0.69667,4.7133,14.763,14.78,66.913,287.79,0.68667,49.82,155.98
1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0.79333,5.0967,16.723,0.37667,2.3367,7.5667,0.083333,0.39333,1.2733,0.073333,0.40333,1.2867,0.52333,4.1167,13.5,12.243,74.41,264.5,0.57,43.303,139.48
0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0.97333,6.2,18.67,0.45333,2.87,8.4833,0.4,2.6533,7.9467,0.43667,2.81,8.3933,0.67667,4.8,14.93,14.597,101.6,317.11,0.67,50.33,133.43
0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0.83667,5.11,15.817,0.37333,2.3567,7.26,0.083333,0.43,1.2867,0.086667,0.44333,1.3233,0.58,3.8533,12.587,12.44,83.07,266.82,0.57333,40.877,132.32
1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0.8,5.0967,16.83,0.36667,2.34,7.6367,0.093333,0.41333,1.32,0.08,0.41333,1.32,0.55,4.12,13.583,12.58,87.64,241.13,0.58,34.513,143.05
1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.77667,5.34,16.41,0.34,2.4467,7.5033,0.08,0.45333,1.3267,0.083333,0.47667,1.39,0.51,4.09,13.253,11.103,87.907,279.66,0.51,34.713,126.31
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0.83667,5.0767,15.707,0.36667,2.3167,7.11,0.073333,0.40333,1.2333,0.08,0.43,1.2633,0.56333,3.86,12.427,11.37,81.627,263.94,0.55,33.153,116.12
0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0.90667,5.3733,16.483,0.39333,2.4567,7.5467,0.39,2.27,7.0233,0.40667,2.4567,7.53,0.55667,4.1667,13.113,8.68,88.037,231.15,0.60333,43.61,138.45
0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0.88667,5.66,17.387,0.42,2.6133,7.8767,0.37333,2.3833,7.3633,0.41,2.5833,7.83,0.65667,4.3733,13.85,8.8233,91.53,294.24,0.61,45.323,144.76
0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0.76333,4.73,15.587,0.35667,2.1467,6.9833,0.30333,1.9933,6.6533,0.35,2.14,6.9567,0.59,3.8067,12.657,7.9067,81.583,269.15,0.55,40.243,116.75
1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0.73333,5.2967,16.923,0.34333,2.39,7.63,0.08,0.42333,1.3167,0.09,0.43333,1.3233,0.47333,4.2167,13.727,7.5167,76.03,267.01,0.52333,44.857,134.61
0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0.63667,5.0433,16.17,0.29,2.26,7.3167,0.07,0.39,1.2267,0.066667,0.4,1.2467,0.43333,4.05,13.113,6.2467,56.477,252.2,0.43,41.937,137.18
0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0.91333,5.6367,17.193,0.44667,2.6167,7.84,0.093333,0.46333,1.3767,0.09,0.49,1.44,0.62333,4.31,13.667,8.98,84.61,292.11,0.62667,45.633,144.62
0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.68,4.6867,15.26,0.31333,2.1333,6.8733,0.30333,2.0233,6.67,0.30333,2.1333,6.9067,0.44667,3.8567,12.447,6.7467,80.923,264.33,0.47,40.223,108.61
0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0.76667,4.74,15.563,0.35333,2.1467,6.9733,0.076667,0.36333,1.1533,0.073333,0.38333,1.1967,0.55,3.7833,12.6,7.94,81.6,217.7,0.55,40.337,129.08
0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0.82667,4.7767,15.653,0.36,2.1767,7.0533,0.09,0.38333,1.1967,0.086667,0.39667,1.2233,0.58333,3.8833,12.79,8.3067,82.857,272.38,0.58,41.13,133.8
0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0.73667,5.54,17.577,0.31,2.47,7.89,0.08,0.44,1.3833,0.073333,0.44333,1.3667,0.44333,4.3967,14.237,6.98,93.24,301.77,0.49,39.17,148.71
0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0.88333,5.3167,16.347,0.38333,2.4133,7.43,0.093333,0.44,1.3233,0.09,0.47333,1.3667,0.61,4.1033,13.183,8.7033,87.613,235.43,0.61,34.303,112.09
0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0.98,6.1633,18.643,0.44,2.8533,8.4533,0.46333,2.65,7.92,0.46,2.8067,8.3767,0.68333,4.7867,14.987,9.68,105.2,309.01,0.67333,40.427,155.93
1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0.73,5.0833,15.523,0.31667,2.3367,7.1733,0.08,0.42,1.2633,0.083333,0.45,1.3267,0.43333,3.8467,12.42,9.6533,82.057,262.94,0.47667,40.707,130.19
0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0.67333,5.0267,16.267,0.31,2.2367,7.3233,0.07,0.39,1.25,0.07,0.39667,1.2467,0.47667,3.95,13.153,10.057,84.337,278.48,0.47,41.84,130.64
0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0.68,4.6667,14.99,0.3,2.0967,6.8,0.3,2,6.5567,0.30667,2.1033,6.81,0.48,3.82,12.367,10.257,63.793,211.04,0.48,39.707,110.86
0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0.73667,5.3133,15.973,0.31,2.4033,7.2767,0.073333,0.42667,1.2467,0.073333,0.46,1.33,0.41667,4.0867,12.68,10.057,57.043,270.08,0.47,42.523,133.51
0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.9,5.6267,17.183,0.42667,2.5833,7.8333,0.09,0.46667,1.3733,0.09,0.49,1.4333,0.63667,4.32,13.76,13.447,86.763,291.54,0.62333,45.613,144.16
1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0.65333,4.9733,16.037,0.29333,2.26,7.2833,0.29667,2.2067,7.0833,0.29,2.2833,7.2967,0.47667,4.02,13.127,9.67,84.827,247.38,0.46667,42.017,125.98
0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0.92,5.4467,16.72,0.4,2.4833,7.6133,0.4,2.33,7.1933,0.40667,2.49,7.6,0.58,4.2033,13.457,13.293,89.207,266.18,0.61,44.26,126.43
1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0.79667,4.66,15.44,0.36333,2.1333,6.9733,0.083333,0.37333,1.1933,0.086667,0.38667,1.21,0.58333,3.8533,12.71,12.397,80.903,271.05,0.57667,40.023,132.75
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.83333,6.0667,18.143,0.37,2.7733,8.33,0.09,0.50667,1.47,0.093333,0.53,1.5433,0.53667,4.68,14.63,11.443,99.23,307.98,0.53,49.177,153.34
0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0.67333,5.1267,16.587,0.32667,2.3367,7.5533,0.31333,2.3,7.5467,0.32,2.3467,7.5533,0.44333,4.1067,13.44,10.45,87.607,237.05,0.48667,36.937,121.56
1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0.76333,5.6,16.897,0.33,2.56,7.85,0.32,2.3767,7.06,0.33667,2.5767,7.8167,0.47667,4.2133,13.553,10.303,90.933,287.4,0.48,35.88,135.96
0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0.66333,4.7,15.163,0.31,2.13,6.8733,0.30333,2.0133,6.6167,0.30667,2.12,6.8867,0.47,3.8633,12.42,10.067,80.893,263.92,0.47,31.967,130.3
0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0.85667,5.3867,17.517,0.39667,2.4733,7.9533,0.093333,0.44,1.3633,0.09,0.44333,1.37,0.64,4.3733,14.27,13.563,93.47,252.92,0.63,44.807,150.13
1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0.78667,4.8233,15.853,0.36,2.19,7.1167,0.33333,2.07,6.8767,0.35,2.1667,7.0933,0.51333,3.89,12.907,12.157,60.123,275.67,0.56,41.12,109.26
1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0.83,6.0367,18.23,0.36667,2.74,8.3167,0.34,2.55,7.6367,0.34333,2.7167,8.2467,0.53,4.6167,14.51,11.4,70.51,307.19,0.54,48.72,151.79
1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0.61333,4.36,14.377,0.27667,1.9967,6.49,0.27,1.8867,6.22,0.28333,2.0133,6.5233,0.43,3.4967,11.643,9.2267,74.883,221.96,0.43,37.17,122.74
0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.82667,5.1433,15.767,0.37333,2.34,7.1533,0.07,0.42,1.2567,0.076667,0.44,1.2833,0.51333,3.8467,12.453,12.08,82.777,241.03,0.56,41.033,129.29
1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0.82667,4.9633,15.47,0.37,2.2933,7.0467,0.34,2.1067,6.5367,0.36333,2.29,7.0467,0.56667,3.7567,12.293,12.003,80.72,262.35,0.56,40.013,105.99
0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.80333,5.93,17.773,0.36,2.7033,8.17,0.08,0.49,1.4267,0.09,0.51667,1.51,0.52667,4.5667,14.343,11.237,97.04,304.09,0.52333,48.17,150.3
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0.80333,4.8167,15.91,0.37,2.2,7.1833,0.09,0.39,1.2467,0.08,0.4,1.2433,0.53333,3.9233,13.057,12.51,83.46,227,0.58333,41.187,136.62
0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0.65333,4.65,14.993,0.3,2.0867,6.7767,0.08,0.37,1.1367,0.08,0.38333,1.1733,0.46667,3.7133,12.223,9.95,79.797,262.66,0.47,39.55,122.89
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.73,4.3867,14.737,0.32667,2.02,6.6733,0.086667,0.34333,1.1267,0.08,0.36,1.1467,0.53,3.6333,11.87,11.353,75.877,256.25,0.52667,34.75,106.33
0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1.0167,6.19,18.66,0.44667,2.8533,8.5067,0.10333,0.52,1.5233,0.10333,0.54,1.5633,0.64667,4.7733,14.873,14.87,102.08,277.34,0.69,40.32,157.21
1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0.79667,5.8233,17.633,0.34333,2.6733,8.13,0.33333,2.51,7.6033,0.34333,2.6733,8.1233,0.52,4.4467,14.027,11.027,94.813,292.56,0.52,37.577,147.91
0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0.73333,5.31,16.063,0.32333,2.44,7.3767,0.08,0.43333,1.2667,0.083333,0.46667,1.36,0.48,4.1033,12.833,10.247,61.31,272.25,0.48333,40.31,120.86
1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0.76,5.6267,17.093,0.32667,2.5633,7.85,0.31,2.35,7.1233,0.31333,2.53,7.7667,0.43,4.21,13.6,10.427,65.917,276.01,0.49333,44.923,131.62
1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0.62,4.3733,14.383,0.28,1.96,6.5067,0.063333,0.33667,1.08,0.066667,0.35,1.1067,0.46333,3.5067,11.61,9.3167,74.493,209.72,0.44,36.803,122.56
1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0.85667,5.1367,15.797,0.38333,2.37,7.2133,0.083333,0.42667,1.2833,0.083333,0.44667,1.31,0.62,3.91,12.58,12.367,83.063,267.82,0.57,41.12,132.35
0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.75333,5.3,17.277,0.34,2.3833,7.7667,0.073333,0.41667,1.3367,0.08,0.42,1.33,0.47667,4.23,13.97,11.037,90.317,296.23,0.51,44.713,128.25
0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0.62667,4.3267,14.14,0.29,1.96,6.42,0.073333,0.34667,1.0867,0.076667,0.36333,1.1167,0.43333,3.4633,11.51,9.39,74.12,196.62,0.43667,36.747,114.27
1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0.73,4.3067,14.353,0.34,1.9767,6.49,0.31333,1.8533,6.1633,0.33333,1.98,6.51,0.53333,3.4633,11.627,11.347,74.737,245.96,0.53,36.983,122.67
0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0.91667,5.6267,17.22,0.41667,2.59,7.8267,0.083333,0.45,1.3633,0.083333,0.48,1.4067,0.58,4.32,13.547,13.197,91.847,290.6,0.62,45.577,143.41
1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0.86,5.4333,17.643,0.40667,2.4633,7.9967,0.093333,0.44667,1.3967,0.08,0.44667,1.3767,0.64,4.4367,14.313,13.563,93.86,293.6,0.63,46.357,129.74
1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0.63333,4.3833,14.49,0.29333,2.01,6.5633,0.29,1.9,6.3667,0.27667,2.0033,6.59,0.44667,3.5633,11.763,9.5433,75.43,215.15,0.44333,37.197,119.13
0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0.70667,4.3333,14.423,0.33,1.9633,6.4833,0.07,0.32667,1.0533,0.07,0.35,1.1067,0.50333,3.44,11.69,11.1,74.623,249.29,0.51,29.463,122.65
1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0.91333,5.8333,17.84,0.43,2.68,8.1367,0.39,2.5367,7.6867,0.41,2.6567,8.0833,0.59,4.4667,14.13,13.71,79.943,300.26,0.63667,37.713,148.67
1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0.86,6.0967,18.5,0.37333,2.79,8.4667,0.35333,2.5867,7.8867,0.36667,2.7367,8.3967,0.56667,4.7267,14.75,11.943,66.22,262.52,0.56,41.27,129.23
