spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,solving_time_feature1_2_7_10286,solving_time_feature8_2_7_10286,solving_time_feature9_1_2_10286,solving_time_feature10_1_2_8287,solving_time_feature11_2_7_4435,solving_time_feature12_2_7_4435,solving_time_amazon_micro_2_7_10286,solving_time_azure_2_7_10286,solving_time_amazon_nano_2_7_10286,solving_time_feature20_2_7_10286
0,0,0,1,0,0,1,1,0,0,1,1,1,0,0.03,0.005,0.07,0.13,0.02,0.07,0.14,0.005,0.32,0.075
1,0,0,1,0,0,1,1,0,0,1,1,1,0,5.035,5.02,5,5,5.02,5.02,5.02,5.02,5.045,5
0,1,0,1,0,0,1,1,0,0,1,1,1,0,0.03,0.01,0.02,0.985,0.08,0.04,0.15,0.005,0.345,0.05
1,1,0,1,0,0,1,1,0,0,1,1,1,0,5.03,5.04,5,5,5.02,5.02,5.055,5.04,5.08,5
0,0,1,1,0,0,1,1,0,0,1,1,1,0,0.04,0.015,0.06,0.12,0.07,0.045,0.205,0.015,0.33,0.08
1,0,1,1,0,0,1,1,0,0,1,1,1,0,5.03,5.02,5,5,5.01,5.03,5.005,5.02,5.055,5
0,1,1,1,0,0,1,1,0,0,1,1,1,0,0.02,0.01,0.015,0.98,0.07,0.01,0.12,0.005,0.24,0.045
1,1,1,1,0,0,1,1,0,0,1,1,1,0,5.03,5.02,5,5,5.02,5.03,5.02,5.02,5.05,5
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0.1,0.05,0.04,0.085,0.035,0.04,0.56,0.05,1.09,0.05
1,0,0,0,1,0,1,1,0,0,1,1,1,0,5.01,5.01,5,5,5.02,5.015,5.01,5.01,5.095,0.05
0,1,0,0,1,0,1,1,0,0,1,1,1,0,0.125,0.055,0.04,0.495,0.155,0.05,0.62,0.05,1.255,0.065
1,1,0,0,1,0,1,1,0,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.025,5.01,5.04,5
0,0,1,0,1,0,1,1,0,0,1,1,1,0,0.04,0.015,0.04,0.08,0.18,0.01,0.19,0.015,0.405,0.055
1,0,1,0,1,0,1,1,0,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.02,5.01,5.06,0.05
0,1,1,0,1,0,1,1,0,0,1,1,1,0,0.105,0.05,0.04,0.5,0.02,0.08,0.52,0.05,1.185,0.06
1,1,1,0,1,0,1,1,0,0,1,1,1,0,5.01,5.01,5,5,5.015,5.02,5.005,5.01,5.04,5.005
0,0,0,1,1,0,1,1,0,0,1,1,1,0,0.015,0,0.04,0.08,0.055,0.11,0.08,0,0.16,0.055
1,0,0,1,1,0,1,1,0,0,1,1,1,0,5.01,4.87,5,5,3.685,5.02,5.015,4.4,5.025,0.05
0,1,0,1,1,0,1,1,0,0,1,1,1,0,0.025,0.01,0.035,0.505,0.325,0.07,0.11,0.01,0.3,0.065
1,1,0,1,1,0,1,1,0,0,1,1,1,0,3.535,1.505,5,5,5.02,5.02,5.02,1.41,5.075,5
0,0,1,1,1,0,1,1,0,0,1,1,1,0,0.015,0,0.04,0.09,0.055,0.06,0.08,0,0.21,0.05
1,0,1,1,1,0,1,1,0,0,1,1,1,0,5.01,5.01,5,5,5.015,5.02,5.04,5.01,5.005,0.055
0,1,1,1,1,0,1,1,0,0,1,1,1,0,0.07,0.02,0.035,0.51,0.045,0.1,0.3,0.03,0.68,0.06
1,1,1,1,1,0,1,1,0,0,1,1,1,0,5.015,5.01,5,5,2.865,5.02,5.02,5.01,5.06,5.01
0,0,0,0,0,1,1,1,0,0,1,1,1,0,0.04,0.015,0.02,0.145,0.09,0.08,0.2,0.01,0.365,0
1,0,0,0,0,1,1,1,0,0,1,1,1,0,5.01,5,5,5,5.01,5.01,5.015,5.01,5.015,0.065
0,1,0,0,0,1,1,1,0,0,1,1,1,0,0.08,0.035,0.07,0.26,0.21,0.335,0.43,0.04,0.825,0
1,1,0,0,0,1,1,1,0,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.035,5.005,5.02,0.27
0,0,1,0,0,1,1,1,0,0,1,1,1,0,0.035,0.02,0.02,0.14,0.1,0.22,0.195,0.015,0.365,0
1,0,1,0,0,1,1,1,0,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.015,5.01,5.015,0.08
0,1,1,0,0,1,1,1,0,0,1,1,1,0,0.09,0.04,0.07,0.255,0.14,0.075,0.455,0.035,0.95,0
1,1,1,0,0,1,1,1,0,0,1,1,1,0,5.01,5.01,5,5,5.01,5.015,5.02,5.01,5.025,0.28
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.04,0.015,0.02,0.14,0.055,0.06,0.19,0.015,0.33,0
1,0,0,1,0,1,1,1,0,0,1,1,1,0,5.01,5.005,5,5,5.01,5.01,5.025,5.01,5.04,0.075
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.06,0.025,0.07,0.255,0.08,0.155,0.325,0.02,0.685,0
1,1,0,1,0,1,1,1,0,0,1,1,1,0,5.01,5,5,5,5.005,5.01,5,5.01,5.025,0.26
0,0,1,1,0,1,1,1,0,0,1,1,1,0,0.04,0.02,0.02,0.14,0.125,0.1,0.195,0.02,0.335,0
1,0,1,1,0,1,1,1,0,0,1,1,1,0,5,5.01,5,5,5.005,5.01,5.015,5.005,5.045,0.075
0,1,1,1,0,1,1,1,0,0,1,1,1,0,0.07,0.03,0.07,0.26,0.095,0.12,0.285,0.03,0.74,0
1,1,1,1,0,1,1,1,0,0,1,1,1,0,0.915,0.39,5,5,5.005,5.01,3.33,0.385,5.035,0.28
0,0,0,0,1,1,1,1,0,0,1,1,1,0,0.04,0.02,0.02,0.145,0.255,0.12,0.15,0.02,0.43,0
1,0,0,0,1,1,1,1,0,0,1,1,1,0,5,5.01,5,5,5.01,5.01,5.015,5.005,5.02,5.01
0,1,0,0,1,1,1,1,0,0,1,1,1,0,0.095,0.04,0.07,0.26,0.175,0.11,0.395,0.04,1.035,0
1,1,0,0,1,1,1,1,0,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5,5.01,5.04,5.005
0,0,1,0,1,1,1,1,0,0,1,1,1,0,0.04,0.02,0.02,0.14,0.29,0.085,0.14,0.02,0.425,0
1,0,1,0,1,1,1,1,0,0,1,1,1,0,5,5.01,5,5,5.01,5.01,5.01,5.005,5.02,5.01
0,1,1,0,1,1,1,1,0,0,1,1,1,0,0.075,0.035,0.065,0.255,0.14,0.145,0.315,0.03,0.78,0
1,1,1,0,1,1,1,1,0,0,1,1,1,0,5,5.01,5,5,5.01,5.01,5.015,5,5.005,5
0,0,0,1,1,1,1,1,0,0,1,1,1,0,0.03,0.02,0.02,0.145,0.225,0.055,0.165,0.01,0.395,0
1,0,0,1,1,1,1,1,0,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.02,5.01,5.015,5.01
0,1,0,1,1,1,1,1,0,0,1,1,1,0,0.08,0.035,0.07,0.26,0.08,0.14,0.335,0.04,0.88,0
1,1,0,1,1,1,1,1,0,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.01,5,5.015,5
0,0,1,1,1,1,1,1,0,0,1,1,1,0,0.04,0.02,0.02,0.135,0.05,0.08,0.16,0.01,0.43,0
1,0,1,1,1,1,1,1,0,0,1,1,1,0,5.005,5.005,5,5,5.01,5.01,5.015,5.01,5.02,5.01
0,1,1,1,1,1,1,1,0,0,1,1,1,0,0.07,0.03,0.065,0.255,0.105,0.09,0.28,0.03,0.76,0
1,1,1,1,1,1,1,1,0,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.02,5.005,5.065,5
0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.01,0,0.07,0.125,0.12,0.04,0.07,0,0.11,0.095
1,0,0,0,0,0,0,0,1,0,1,1,1,0,5,5.01,5,5,5,5,5.015,5,5.01,5.02
0,1,0,0,0,0,0,0,1,0,1,1,1,0,0.06,0.03,0.015,0.975,0.01,0.03,0.22,0.02,0.615,0.065
1,1,0,0,0,0,0,0,1,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.01,5.01,5.045,5.015
0,0,1,0,0,0,0,0,1,0,1,1,1,0,0.01,0,0.065,0.125,0.01,0.095,0.045,0,0.13,0.09
1,0,1,0,0,0,0,0,1,0,1,1,1,0,5.01,5.02,5,5,5.01,5.01,5.01,5.025,5.05,5.02
0,1,1,0,0,0,0,0,1,0,1,1,1,0,0.02,0,0.02,1.005,0.05,0.175,0.065,0,0.15,0.065
1,1,1,0,0,0,0,0,1,0,1,1,1,0,5.005,2.11,5,5,5.01,5.01,5.025,1.96,5.025,5.015
0,0,0,1,0,0,0,0,1,0,1,1,1,0,0.02,0.01,0.06,0.125,0.07,0.21,0.1,0.01,0.255,0.09
1,0,0,1,0,0,0,0,1,0,1,1,1,0,5.02,5.02,5,5,5.02,5.03,5.03,5.02,5.005,5.015
0,1,0,1,0,0,0,0,1,0,1,1,1,0,0.025,0.005,0.02,0.99,0.03,0.04,0.11,0.01,0.31,0.07
1,1,0,1,0,0,0,0,1,0,1,1,1,0,5.03,5.02,5,5,5.02,5.025,5.03,5.02,5.005,5.02
0,0,1,1,0,0,0,0,1,0,1,1,1,0,0.02,0.005,0.065,0.13,0.065,0.215,0.095,0.01,0.24,0.1
1,0,1,1,0,0,0,0,1,0,1,1,1,0,5.03,5.02,5,5,5.02,5.03,5.03,5.02,5.035,5.015
0,1,1,1,0,0,0,0,1,0,1,1,1,0,0.03,0.01,0.02,1.02,0.03,0.04,0.11,0.005,0.26,0.07
1,1,1,1,0,0,0,0,1,0,1,1,1,0,5.025,5.02,5,5,5.02,5.03,5.02,5.02,5.05,5.02
0,0,0,0,1,0,0,0,1,0,1,1,1,0,0.15,0.065,0.04,0.085,0.305,0.07,0.625,0.06,1.58,0.1
1,0,0,0,1,0,0,0,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.03,5.01,5.025,5.02
0,1,0,0,1,0,0,0,1,0,1,1,1,0,0.055,0.02,0.035,0.5,0.35,0.23,0.215,0.02,0.545,0.13
1,1,0,0,1,0,0,0,1,0,1,1,1,0,5.015,5.01,5,5,5.02,5.02,5.035,5.015,5.06,5.02
0,0,1,0,1,0,0,0,1,0,1,1,1,0,0.145,0.07,0.04,0.08,0.295,0.07,0.61,0.07,1.525,0.1
1,0,1,0,1,0,0,0,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.02,5.015,5.06,5.02
0,1,1,0,1,0,0,0,1,0,1,1,1,0,0.06,0.02,0.03,0.525,0.355,0.23,0.245,0.015,0.57,0.125
1,1,1,0,1,0,0,0,1,0,1,1,1,0,5.015,5.01,5,5,5.02,5.02,5.01,5.015,5.045,5.02
0,0,0,1,1,0,0,0,1,0,1,1,1,0,0.14,0.07,0.04,0.08,0.295,0.07,0.61,0.065,1.54,0.105
1,0,0,1,1,0,0,0,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.025,5.01,5.045,5.02
0,1,0,1,1,0,0,0,1,0,1,1,1,0,0.06,0.02,0.035,0.5,0.34,0.225,0.19,0.02,0.585,0.13
1,1,0,1,1,0,0,0,1,0,1,1,1,0,5.015,5.01,5,5,5.02,5.02,5.01,5.015,5.06,5.02
0,0,1,1,1,0,0,0,1,0,1,1,1,0,0.145,0.07,0.04,0.085,0.29,0.065,0.6,0.065,1.545,0.11
1,0,1,1,1,0,0,0,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.025,5.01,5.095,5.02
0,1,1,1,1,0,0,0,1,0,1,1,1,0,0.045,0.02,0.03,0.5,0.35,0.23,0.225,0.02,0.52,0.12
1,1,1,1,1,0,0,0,1,0,1,1,1,0,5.015,5.01,5,5,5.02,5.02,5.015,5.015,5.045,5.02
0,0,0,0,0,1,0,0,1,0,1,1,1,0,0.035,0.015,0.02,0.14,0.2,0.1,0.215,0.02,0.35,0.04
1,0,0,0,0,1,0,0,1,0,1,1,1,0,5,5,5,5,4.035,5,5.03,5,5.035,5.02
0,1,0,0,0,1,0,0,1,0,1,1,1,0,0.07,0.025,0.075,0.25,0.14,0.04,0.36,0.025,0.68,0.005
1,1,0,0,0,1,0,0,1,0,1,1,1,0,5,5.01,5,5,5.005,5,5.025,5,5.045,5.01
0,0,1,0,0,1,0,0,1,0,1,1,1,0,0.04,0.015,0.02,0.14,0.315,0.12,0.2,0.015,0.395,0.04
1,0,1,0,0,1,0,0,1,0,1,1,1,0,5,5,5,5,3.995,5,5.02,5,5.04,5.02
0,1,1,0,0,1,0,0,1,0,1,1,1,0,0.065,0.03,0.07,0.255,0.14,0.04,0.34,0.03,0.715,0.01
1,1,1,0,0,1,0,0,1,0,1,1,1,0,5,5.005,5,5,5,5,5.02,5,5.05,5.015
0,0,0,1,0,1,0,0,1,0,1,1,1,0,0.035,0.02,0.02,0.14,0.205,0.1,0.19,0.01,0.45,0.035
1,0,0,1,0,1,0,0,1,0,1,1,1,0,5.005,5,5,5,5,5,5.005,5.01,5.03,5.02
0,1,0,1,0,1,0,0,1,0,1,1,1,0,0.075,0.04,0.07,0.26,0.07,0.04,0.39,0.03,0.825,0
1,1,0,1,0,1,0,0,1,0,1,1,1,0,5,5,5,5,5.005,5,5.025,5,5.01,5.02
0,0,1,1,0,1,0,0,1,0,1,1,1,0,0.04,0.015,0.02,0.135,0.195,0.095,0.195,0.02,0.41,0.04
1,0,1,1,0,1,0,0,1,0,1,1,1,0,5,5,5,5,5,5,5.025,5,5.045,5.02
0,1,1,1,0,1,0,0,1,0,1,1,1,0,0.08,0.04,0.07,0.255,0.07,0.04,0.385,0.03,0.81,0.005
1,1,1,1,0,1,0,0,1,0,1,1,1,0,5.01,5,5,5,5.005,5.005,5.01,5,5.055,5.02
0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.16,0.235,0.21,0.02,0.38,0.1
1,0,0,0,1,1,0,0,1,0,1,1,1,0,5.01,5.01,5,5,5.005,5,5.04,5,5.07,5.02
0,1,0,0,1,1,0,0,1,0,1,1,1,0,0.095,0.045,0.07,0.255,0.06,0.04,0.505,0.05,1.025,0
1,1,0,0,1,1,0,0,1,0,1,1,1,0,5.01,5.01,5,5,5,5,5.02,5,5.005,5.02
0,0,1,0,1,1,0,0,1,0,1,1,1,0,0.035,0.015,0.02,0.14,0.155,0.23,0.195,0.01,0.345,0.1
1,0,1,0,1,1,0,0,1,0,1,1,1,0,5.01,5.01,5,5,5.01,5,5.025,5,5.08,5.02
0,1,1,0,1,1,0,0,1,0,1,1,1,0,0.09,0.045,0.07,0.26,0.06,0.04,0.515,0.04,1.055,0.005
1,1,1,0,1,1,0,0,1,0,1,1,1,0,5.01,5.01,5,5,5.005,5,5.035,5,5.02,5.02
0,0,0,1,1,1,0,0,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.15,0.235,0.2,0.01,0.395,0.1
1,0,0,1,1,1,0,0,1,0,1,1,1,0,5.005,5.01,5,5,5.005,5,5,5,5.045,5.015
0,1,0,1,1,1,0,0,1,0,1,1,1,0,0.11,0.045,0.07,0.26,0.06,0.04,0.505,0.04,1.005,0.005
1,1,0,1,1,1,0,0,1,0,1,1,1,0,5.01,5.005,5,5,5.005,5,5.015,5,5.075,5.02
0,0,1,1,1,1,0,0,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.17,0.235,0.19,0.01,0.37,0.09
1,0,1,1,1,1,0,0,1,0,1,1,1,0,5,5.01,5,5,5.005,5,5.02,5,5.03,5.01
0,1,1,1,1,1,0,0,1,0,1,1,1,0,0.105,0.05,0.08,0.26,0.06,0.04,0.525,0.04,0.965,0
1,1,1,1,1,1,0,0,1,0,1,1,1,0,5,5.01,5,5,5.005,5,5.04,5,5.02,5.015
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.035,0.02,0.065,0.125,0.6,0.11,0.205,0.015,0.415,0.09
1,0,0,0,0,0,1,0,1,0,1,1,1,0,5,5,5,5,5,5.01,5.025,5,5.055,5.02
0,1,0,0,0,0,1,0,1,0,1,1,1,0,0.055,0.025,0.015,0.98,0.545,0.08,0.31,0.02,0.72,0.06
1,1,0,0,0,0,1,0,1,0,1,1,1,0,5.01,4.175,5,5,5.01,1.3,5.02,3.81,5.04,5.015
0,0,1,0,0,0,1,0,1,0,1,1,1,0,0.03,0.01,0.06,0.13,0.485,0.195,0.15,0.01,0.355,0.095
1,0,1,0,0,0,1,0,1,0,1,1,1,0,0.525,0.25,5,5,0.315,5.01,2.525,0.235,5.055,5.02
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0.095,0.04,0.015,0.985,0.035,0.225,0.48,0.045,0.975,0.065
1,1,1,0,0,0,1,0,1,0,1,1,1,0,5.01,5.01,5,5.005,0.215,5.01,5.01,5.01,5.075,5.02
0,0,0,1,0,0,1,0,1,0,1,1,1,0,0.03,0.01,0.065,0.125,0.02,0.08,0.14,0.01,0.31,0.095
1,0,0,1,0,0,1,0,1,0,1,1,1,0,5.03,5.02,5,5,5.02,5.02,5.02,5.02,5.04,5.02
0,1,0,1,0,0,1,0,1,0,1,1,1,0,0.025,0.01,0.02,0.965,0.07,0.035,0.155,0.01,0.315,0.07
1,1,0,1,0,0,1,0,1,0,1,1,1,0,5.03,5.04,5,5,5.02,5.025,5.03,5.04,5.05,5.02
0,0,1,1,0,0,1,0,1,0,1,1,1,0,0.04,0.02,0.07,0.125,0.07,0.045,0.19,0.015,0.41,0.09
1,0,1,1,0,0,1,0,1,0,1,1,1,0,5.03,5.02,5,5,5.015,5.03,5.03,5.02,5.07,5.02
0,1,1,1,0,0,1,0,1,0,1,1,1,0,0.02,0.005,0.02,0.97,0.07,0.01,0.12,0.01,0.26,0.055
1,1,1,1,0,0,1,0,1,0,1,1,1,0,5.03,5.02,5,5,5.02,5.03,5.035,5.02,5.045,5.02
0,0,0,0,1,0,1,0,1,0,1,1,1,0,0.105,0.05,0.035,0.08,0.035,0.04,0.55,0.05,1.1,0.105
1,0,0,0,1,0,1,0,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.065,5.01,5.07,5.02
0,1,0,0,1,0,1,0,1,0,1,1,1,0,0.12,0.06,0.035,0.5,0.155,0.05,0.575,0.05,1.315,0.125
1,1,0,0,1,0,1,0,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.045,5.01,5.03,5.02
0,0,1,0,1,0,1,0,1,0,1,1,1,0,0.04,0.015,0.04,0.085,0.175,0.01,0.18,0.02,0.395,0.105
1,0,1,0,1,0,1,0,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.025,5.01,5.06,5.02
0,1,1,0,1,0,1,0,1,0,1,1,1,0,0.11,0.045,0.03,0.49,0.02,0.085,0.53,0.05,1.18,0.125
1,1,1,0,1,0,1,0,1,0,1,1,1,0,5.01,5.01,5,5,5.015,5.02,5.02,5.01,5.085,5.015
0,0,0,1,1,0,1,0,1,0,1,1,1,0,0.015,0,0.04,0.08,0.055,0.11,0.07,0,0.18,0.105
1,0,0,1,1,0,1,0,1,0,1,1,1,0,5.01,4.89,5,5,3.71,5.02,5.02,4.58,5.035,5.02
0,1,0,1,1,0,1,0,1,0,1,1,1,0,0.025,0.01,0.03,0.505,0.33,0.075,0.135,0.01,0.245,0.12
1,1,0,1,1,0,1,0,1,0,1,1,1,0,3.49,1.505,5,5,5.02,5.02,5.035,1.46,5.05,5.02
0,0,1,1,1,0,1,0,1,0,1,1,1,0,0.02,0,0.04,0.09,0.05,0.06,0.075,0,0.215,0.105
1,0,1,1,1,0,1,0,1,0,1,1,1,0,5.015,5.01,5,5,5.01,5.02,5.025,5.01,5.07,5.02
0,1,1,1,1,0,1,0,1,0,1,1,1,0,0.07,0.03,0.035,0.505,0.045,0.09,0.335,0.03,0.675,0.125
1,1,1,1,1,0,1,0,1,0,1,1,1,0,5.015,5.01,5,5,2.87,5.02,5.04,5.01,5.03,5.02
0,0,0,0,0,1,1,0,1,0,1,1,1,0,0.04,0.02,0.02,0.145,0.09,0.08,0.19,0.01,0.38,0.04
1,0,0,0,0,1,1,0,1,0,1,1,1,0,5.01,5,5,5,5.01,5.005,5.02,5.01,5.02,5.02
0,1,0,0,0,1,1,0,1,0,1,1,1,0,0.075,0.035,0.07,0.26,0.215,0.33,0.36,0.03,0.835,0.01
1,1,0,0,0,1,1,0,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.03,5,5.03,5.015
0,0,1,0,0,1,1,0,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.1,0.22,0.175,0.01,0.42,0.04
1,0,1,0,0,1,1,0,1,0,1,1,1,0,5.01,5.005,5,5,5.01,5.01,5.02,5.01,5.045,5.02
0,1,1,0,0,1,1,0,1,0,1,1,1,0,0.09,0.04,0.07,0.26,0.14,0.08,0.45,0.04,0.88,0.005
1,1,1,0,0,1,1,0,1,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.015,5.005,5.04,5.02
0,0,0,1,0,1,1,0,1,0,1,1,1,0,0.035,0.015,0.02,0.14,0.06,0.06,0.185,0.02,0.39,0.04
1,0,0,1,0,1,1,0,1,0,1,1,1,0,5.015,5,5,5,5.01,5.01,5.025,5.01,5.035,5.02
0,1,0,1,0,1,1,0,1,0,1,1,1,0,0.06,0.03,0.07,0.25,0.08,0.155,0.31,0.02,0.67,0
1,1,0,1,0,1,1,0,1,0,1,1,1,0,5.01,5,5,5,5.01,5.01,5,5.01,5.05,5.02
0,0,1,1,0,1,1,0,1,0,1,1,1,0,0.035,0.015,0.02,0.145,0.12,0.095,0.2,0.015,0.4,0.04
1,0,1,1,0,1,1,0,1,0,1,1,1,0,5.005,5.01,5,5,5.005,5.01,5,5,5.05,5.02
0,1,1,1,0,1,1,0,1,0,1,1,1,0,0.07,0.03,0.07,0.26,0.1,0.115,0.34,0.03,0.7,0.005
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.91,0.405,5,5,5.005,5.01,4.14,0.39,5.045,5.01
0,0,0,0,1,1,1,0,1,0,1,1,1,0,0.04,0.02,0.02,0.14,0.25,0.115,0.215,0.01,0.415,0.095
1,0,0,0,1,1,1,0,1,0,1,1,1,0,5,5.01,5,5,5.01,5.01,5.02,5.005,5.015,5.02
0,1,0,0,1,1,1,0,1,0,1,1,1,0,0.095,0.04,0.07,0.25,0.165,0.11,0.485,0.04,0.89,0.005
1,1,0,0,1,1,1,0,1,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.02,5.01,5.055,5.015
0,0,1,0,1,1,1,0,1,0,1,1,1,0,0.04,0.02,0.02,0.145,0.285,0.075,0.18,0.01,0.41,0.095
1,0,1,0,1,1,1,0,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.02,5.01,5.04,5.015
0,1,1,0,1,1,1,0,1,0,1,1,1,0,0.08,0.035,0.07,0.255,0.16,0.145,0.38,0.03,0.745,0.01
1,1,1,0,1,1,1,0,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.05,5.01,5.05,5.02
0,0,0,1,1,1,1,0,1,0,1,1,1,0,0.04,0.02,0.02,0.135,0.225,0.06,0.195,0.01,0.38,0.095
1,0,0,1,1,1,1,0,1,0,1,1,1,0,5.01,5.01,5,5,5.01,5.01,5.015,5.005,5.02,5.02
0,1,0,1,1,1,1,0,1,0,1,1,1,0,0.085,0.04,0.07,0.255,0.09,0.14,0.43,0.035,0.765,0
1,1,0,1,1,1,1,0,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.035,5.015,5.045,5.02
0,0,1,1,1,1,1,0,1,0,1,1,1,0,0.04,0.02,0.025,0.14,0.05,0.075,0.185,0.01,0.365,0.09
1,0,1,1,1,1,1,0,1,0,1,1,1,0,5.005,5.005,5,5,5.01,5.01,5.02,5.01,5.02,5.02
0,1,1,1,1,1,1,0,1,0,1,1,1,0,0.07,0.03,0.07,0.26,0.1,0.095,0.345,0.03,0.74,0.01
1,1,1,1,1,1,1,0,1,0,1,1,1,0,5,5.01,5,5,5.01,5.01,5.01,5.005,5.015,5.015
0,0,0,0,0,0,0,1,1,0,1,1,1,0,0.01,0,0.075,0.125,0.115,0.04,0.08,0,0.185,0.085
1,0,0,0,0,0,0,1,1,0,1,1,1,0,5,5.01,5,5,5,5.005,5.025,5,5.05,5.02
0,1,0,0,0,0,0,1,1,0,1,1,1,0,0.06,0.025,0.015,0.98,0.01,0.03,0.33,0.015,0.61,0.065
1,1,0,0,0,0,0,1,1,0,1,1,1,0,5.005,5.01,5,5,5.01,5.01,5.02,5.01,5.035,5.015
0,0,1,0,0,0,0,1,1,0,1,1,1,0,0.01,0,0.065,0.12,0.01,0.1,0.04,0,0.145,0.09
1,0,1,0,0,0,0,1,1,0,1,1,1,0,5.01,5.02,5,5,5.01,5.01,5.025,5.02,5.04,5.02
0,1,1,0,0,0,0,1,1,0,1,1,1,0,0.015,0,0.015,0.99,0.05,0.18,0.075,0,0.105,0.07
1,1,1,0,0,0,0,1,1,0,1,1,1,0,4.965,2.11,5,5,5.01,5.01,5.025,1.92,5.04,5.02
0,0,0,1,0,0,0,1,1,0,1,1,1,0,0.02,0.005,0.07,0.13,0.07,0.22,0.135,0,0.22,0.095
1,0,0,1,0,0,0,1,1,0,1,1,1,0,5.025,5.02,5,5,5.02,5.03,5.035,5.02,5.085,5.02
0,1,0,1,0,0,0,1,1,0,1,1,1,0,0.025,0.01,0.015,1.005,0.025,0.04,0.14,0.01,0.325,0.065
1,1,0,1,0,0,0,1,1,0,1,1,1,0,5.03,5.02,5,5,5.02,5.03,5.035,5.02,5.05,5.02
0,0,1,1,0,0,0,1,1,0,1,1,1,0,0.02,0.01,0.065,0.13,0.06,0.195,0.145,0.005,0.245,0.095
1,0,1,1,0,0,0,1,1,0,1,1,1,0,5.03,5.02,5,5,5.02,5.03,5.01,5.02,5.065,5.02
0,1,1,1,0,0,0,1,1,0,1,1,1,0,0.025,0.01,0.02,0.98,0.03,0.035,0.155,0.01,0.31,0.065
1,1,1,1,0,0,0,1,1,0,1,1,1,0,5.025,5.02,5,5,5.02,5.03,5.03,5.02,5.01,5.015
0,0,0,0,1,0,0,1,1,0,1,1,1,0,0.15,0.07,0.04,0.08,0.3,0.07,0.75,0.06,1.58,0.1
1,0,0,0,1,0,0,1,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.035,5.01,5.045,5.02
0,1,0,0,1,0,0,1,1,0,1,1,1,0,0.055,0.02,0.03,0.505,0.345,0.23,0.285,0.02,0.535,0.125
1,1,0,0,1,0,0,1,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.02,5.015,5.065,5.02
0,0,1,0,1,0,0,1,1,0,1,1,1,0,0.15,0.07,0.04,0.08,0.3,0.065,0.765,0.07,1.65,0.105
1,0,1,0,1,0,0,1,1,0,1,1,1,0,5.01,5.01,5,5,5.02,5.02,5.045,5.015,5.015,5.02
0,1,1,0,1,0,0,1,1,0,1,1,1,0,0.05,0.02,0.035,0.5,0.345,0.23,0.275,0.02,0.57,0.125
1,1,1,0,1,0,0,1,1,0,1,1,1,0,5.02,5.01,5,5,5.02,5.02,5.01,5.015,5.05,5.02
0,0,0,1,1,0,0,1,1,0,1,1,1,0,0.15,0.06,0.04,0.08,0.315,0.07,0.755,0.065,1.555,0.1
1,0,0,1,1,0,0,1,1,0,1,1,1,0,5.01,5.01,5,5,5.015,5.02,5.025,5.015,5.035,5.015
